2458334.51833,12.02,0.02
2457946.59159,12.27,0.02
2458195.80523,12.554,0.02
2457559.63418,12.577,0.02
2457780.80602,11.986,0.02
2458241.79542,12.43,0.02
2458104.83741,12.274,0.02
2458308.61064,11.997,0.02
2458198.83008,12.467,0.02
2457777.72744,12.207,0.02
2458164.67406,12.56,0.02
2457566.56982,12.133,0.02
2457739.83378,12.481,0.02
2457871.56654,12.496,0.02
2457833.81958,11.993,0.02
2457836.84681,12.156,0.02
2457939.55247,12.004,0.02
2458306.6115,12.207,0.02
2458225.83135,12.425,0.02
2458205.81659,12.049,0.02
2457952.56667,12.513,0.02
2458322.55353,12.514,0.02
2458163.67408,12.519,0.02
2457784.70909,12.134,0.02
2458226.83222,12.329,0.02
2457968.52587,12.095,0.02
2458170.84484,12.576,0.02
2457806.67827,12.003,0.02
2457760.82114,12.273,0.02
2458108.82877,12.475,0.02
2458314.585,12.273,0.02
2458336.51495,11.988,0.02
2457873.49201,12.505,0.02
2458310.59321,12.039,0.02
2457451.7615,12.545,0.02
2458313.57748,12.161,0.02
2457457.65339,12.543,0.02
2457983.47346,12.55,0.02
2458158.69788,12.31,0.02
2457984.47637,12.573,0.02
2458183.66083,12.245,0.02
2457837.7906,12.142,0.02
2458174.77712,12.145,0.02
2457856.69121,12.282,0.02
2457865.7111,12.23,0.02
2457782.7934,12.053,0.02
2457948.5554,12.366,0.02
2457785.82004,12.202,0.02
2457794.75365,12.51,0.02
2457835.83373,12.055,0.02
2457609.48571,12.528,0.02
2458186.75193,12.385,0.02
2457754.79308,12.009,0.02
2457781.72638,12.002,0.02
2457971.51132,12.224,0.02
2457590.55822,12.498,0.02
2457476.8465,12.504,0.02
2457778.76885,12.05,0.02
2458342.4898,12.263,0.02
2457850.79832,12.562,0.02
2457945.48052,12.246,0.02
2458223.84462,12.536,0.02
2457735.84368,12.332,0.02
2458230.79278,11.992,0.02
2458240.80003,12.437,0.02
2457447.82803,12.436,0.02
2458243.68787,12.529,0.02
2457548.7095,12.235,0.02
2457845.7424,12.489,0.02
2458192.84946,12.556,0.02
2457779.7944,11.994,0.02
2457903.69598,12.584,0.02
2457619.47282,12.146,0.02
2457877.67842,12.586,0.02
2457959.55466,12.547,0.02
2458193.83402,12.566,0.02
2457749.81172,12.428,0.02
2458171.65824,12.51,0.02
2457974.50434,12.364,0.02
2457763.79124,12.383,0.02
2457454.84721,12.573,0.02
2458159.74566,12.432,0.02
2457838.57053,12.176,0.02
2458197.82302,12.555,0.02
2458165.79502,12.53,0.02
2457917.63351,12.18,0.02
2457751.79648,12.128,0.02
2457787.72767,12.284,0.02
2458182.72546,12.224,0.02
2457944.59981,12.217,0.02
2458189.85184,12.483,0.02
2457813.68429,12.232,0.02
2457437.68059,12.01,0.02
2458097.8598,12.039,0.02
2458331.53311,12.419,0.02
2457890.69891,12.17,0.02
2458213.67749,12.373,0.02
2457477.61375,12.529,0.02
2457804.88788,12.083,0.02
2457980.48671,12.528,0.02
2457816.82931,12.373,0.02
2457915.64126,12.094,0.02
2457829.73485,12.342,0.02
2458202.62348,11.988,0.02
2458196.82396,12.593,0.02
2458217.67059,12.523,0.02
2457864.79919,12.187,0.02
2458162.68711,12.464,0.02
2457764.76378,12.433,0.02
2458194.79556,12.566,0.02
2458220.81019,12.555,0.02
2457808.82746,12.039,0.02
2458188.85263,12.441,0.02
2457858.61354,12.025,0.02
2458201.86912,12.071,0.02
2458176.84848,11.986,0.02
2457839.58687,12.228,0.02
2458311.58524,12.074,0.02
2458339.50818,12.107,0.02
2458199.74578,12.376,0.02
2458091.85413,12.547,0.02
2457756.78734,12.079,0.02
2458190.84446,12.494,0.02
2457843.65318,12.402,0.02
2458211.71686,12.317,0.02
2458161.68336,12.44,0.02
2457832.81646,12.026,0.02
2457905.59272,12.558,0.02
2458178.68433,12.038,0.02
2457869.76917,12.398,0.02
2458185.76471,12.342,0.02
2458110.82262,12.509,0.02
2457830.65557,12.197,0.02
2458191.84772,12.527,0.02
2458210.70679,12.277,0.02
2457902.6348,12.549,0.02
2458157.80695,12.28,0.02
2458119.79711,12.436,0.02
2457805.82965,11.992,0.02
2457903.69471,12.562,0.02
2458200.81682,12.216,0.02
2457936.62534,12.18,0.02
2457775.8272,12.472,0.02
2457602.5187,12.271,0.02
2458187.76334,12.403,0.02
2458209.68056,12.22,0.02
2458101.84367,12.135,0.02
2457876.54858,12.615,0.02
2458212.60381,12.352,0.02
2458175.6476,12.032,0.02
2458117.8062,12.552,0.02
2457616.47996,12.506,0.02
2457846.80109,12.494,0.02
2457802.8598,12.429,0.02
2457872.51951,12.479,0.02
2457481.66793,12.591,0.02
2457874.79674,12.549,0.02
2457792.86179,12.473,0.02
2457606.50026,12.458,0.02
2457774.80383,12.565,0.02
2457899.68469,12.488,0.02
2457827.63402,12.549,0.02
2457893.70945,12.292,0.02
2458206.68964,12.1,0.02
2458173.80881,12.316,0.02
2458233.63729,12.114,0.02
2458160.75267,12.402,0.02
2458312.57743,12.113,0.02
2457745.84854,12.562,0.02
2458172.68415,12.454,0.02
2457732.85728,12.224,0.02
2457870.56673,12.416,0.02
2458224.82819,12.534,0.02
2457800.76553,12.564,0.02
2457573.61436,12.171,0.02
2457767.75563,12.566,0.02
2458215.74441,12.455,0.02
2457560.47338,12.56,0.02
2457773.80018,12.577,0.02
2457894.73538,12.32,0.02
2457866.74102,12.265,0.02
2457791.72177,12.444,0.02
2458345.48691,12.401,0.02
