2457792.71292,12.321,0.02
2458171.65699,12.595,0.02
2458075.71833,12.35,0.02
2457709.83915,12.081,0.02
2457799.55854,11.835,0.02
2458176.70224,11.57,0.02
2457843.64423,11.989,0.02
2457835.59553,12.609,0.02
2457689.79872,12.328,0.02
2457913.44742,12.28,0.02
2458168.55926,12.182,0.02
2458216.63698,11.946,0.02
2458356.91164,12.195,0.02
2458208.66632,12.155,0.02
2458198.68955,12.561,0.02
2458125.66941,11.942,0.02
2457834.66407,12.531,0.02
2457458.71135,12.616,0.02
2457798.68298,12.282,0.02
2457429.71122,12.353,0.02
2458101.78742,12.268,0.02
2457825.52551,12.267,0.02
2458243.54333,11.96,0.02
2457486.63262,12.569,0.02
2458018.86805,12.013,0.02
2457804.76606,12.148,0.02
2458043.78687,11.806,0.02
2458068.81474,11.731,0.02
2457876.49425,12.538,0.02
2457713.80841,12.545,0.02
2457895.50007,11.769,0.02
2458233.57827,12.005,0.02
2457690.79543,12.255,0.02
2458200.68376,12.45,0.02
2458185.66065,12.604,0.02
2457795.76451,12.579,0.02
2457780.61085,12.524,0.02
2457722.76543,12.052,0.02
2458214.64286,12.35,0.02
2457449.7332,11.728,0.02
2457729.72439,12.427,0.02
2458136.64191,11.466,0.02
2457774.68778,11.826,0.02
2457851.63247,12.292,0.02
2457725.79737,12.38,0.02
2457445.74451,12.601,0.02
2457870.54801,12.001,0.02
2458360.90152,12.59,0.02
2457698.78151,12.338,0.02
2457790.66153,12.068,0.02
2458182.55956,12.265,0.02
2458000.8919,12.18,0.02
2458143.65986,12.444,0.02
2458019.88008,12.129,0.02
2458038.86022,12.473,0.02
2457423.65529,11.559,0.02
2458159.79089,12.52,0.02
2458146.80211,12.457,0.02
2458189.71573,11.93,0.02
2457771.62061,12.251,0.02
2458205.66334,11.858,0.02
2457879.4763,12.252,0.02
2458085.67248,11.97,0.02
2457873.48456,12.32,0.02
2457796.64675,12.489,0.02
2458082.79135,11.439,0.02
2457848.64403,12.555,0.02
2457657.87384,12.294,0.02
2457857.53132,12.036,0.02
2458070.80163,11.802,0.02
2457803.76668,12.018,0.02
2458072.70813,11.997,0.02
2457894.51447,11.475,0.02
2458163.58637,11.465,0.02
2458152.65807,11.948,0.02
2458048.81441,12.352,0.02
2457831.57974,12.128,0.02
2457890.51466,12.51,0.02
2458023.84075,12.601,0.02
2457828.69932,11.88,0.02
2458235.58437,12.208,0.02
2458073.72586,12.115,0.02
2457431.63034,12.573,0.02
2458128.62438,12.247,0.02
2458106.80227,12.346,0.02
2458227.60849,12.439,0.02
2458201.68291,12.295,0.02
2458209.62443,12.284,0.02
2457530.50291,11.719,0.02
2458180.61104,12.049,0.02
2457671.84712,12.355,0.02
2458203.65765,11.561,0.02
2457786.63153,11.471,0.02
2458186.67651,12.496,0.02
2458079.73969,12.37,0.02
2457469.63973,12.3,0.02
2457441.54526,12.165,0.02
2457808.74259,12.583,0.02
2457806.70266,12.39,0.02
2458179.74018,11.97,0.02
2458385.85327,12.443,0.02
2457853.5109,11.738,0.02
2457817.57819,12.082,0.02
2458192.6939,11.907,0.02
2457745.70702,11.881,0.02
2458056.7575,11.684,0.02
2457681.83751,11.97,0.02
2458032.81852,12.047,0.02
2458190.71225,11.479,0.02
2457824.70334,12.31,0.02
2457420.73628,12.308,0.02
2458160.79024,12.345,0.02
2458138.6236,11.921,0.02
2458215.64266,12.275,0.02
2457668.8272,11.996,0.02
2457754.65263,12.584,0.02
2458081.75691,12.138,0.02
2458017.85905,11.92,0.02
2457760.55492,11.659,0.02
2458351.92558,11.489,0.02
2458165.5847,11.905,0.02
2458140.59864,12.054,0.02
2458071.72666,11.922,0.02
2458087.81439,12.179,0.02
2457781.62656,12.589,0.02
2457751.76038,12.24,0.02
2458229.59987,12.204,0.02
2457444.70767,12.551,0.02
2457446.74379,12.469,0.02
2457749.64737,11.991,0.02
2458196.69416,12.343,0.02
2457460.68966,12.423,0.02
2458137.62229,11.751,0.02
2457629.90158,12.153,0.02
2457457.60561,12.484,0.02
2458164.58933,11.772,0.02
2458187.68288,12.354,0.02
2458375.87903,12.415,0.02
2458127.64713,12.134,0.02
2457478.65521,11.86,0.02
2457480.64122,12.03,0.02
2458129.65917,12.391,0.02
2458116.66345,12.428,0.02
2457901.47148,12.448,0.02
2457742.67413,12.523,0.02
2458213.65321,12.511,0.02
2458188.68397,12.272,0.02
2458191.71039,11.807,0.02
2458007.8832,12.292,0.02
2457856.62423,11.925,0.02
2457716.76511,12.311,0.02
2458228.6015,12.312,0.02
2457759.73153,11.472,0.02
2458141.61693,12.185,0.02
2458173.72812,12.433,0.02
2458238.49987,12.521,0.02
2458034.83411,12.298,0.02
2458211.65362,12.516,0.02
2458206.63036,11.968,0.02
2457466.69006,11.969,0.02
2458195.69912,12.227,0.02
2457832.61434,12.247,0.02
2457845.65001,12.197,0.02
2457674.79945,12.633,0.02
2457813.59141,11.484,0.02
2457768.73853,12.59,0.02
2457770.7265,12.315,0.02
2458212.64957,12.541,0.02
2457641.88252,12.035,0.02
2458365.88413,11.578,0.02
2457833.6489,12.397,0.02
2457838.5299,12.311,0.02
2457654.85022,11.949,0.02
2457864.59532,12.337,0.02
2457756.80681,12.408,0.02
2458230.59909,11.544,0.02
2457821.71361,12.536,0.02
2458383.86032,12.19,0.02
2457700.85234,12.565,0.02
2458172.70951,12.562,0.02
2458077.82149,12.566,0.02
2457634.88792,12.544,0.02
2457694.77072,11.926,0.02
2457659.83716,12.541,0.02
2457686.87715,12.534,0.02
2458135.63438,12.097,0.02
2458069.81542,11.542,0.02
2458103.77093,12.493,0.02
2457477.65933,11.549,0.02
2458166.60364,11.995,0.02
2458040.81123,12.283,0.02
2458148.78291,12.202,0.02
2458210.64224,12.413,0.02
2458194.69965,12.115,0.02
2457479.65459,11.941,0.02
2458193.7046,11.992,0.02
2458153.56171,12.014,0.02
2457829.63676,11.954,0.02
2457720.7301,11.834,0.02
2457865.51206,12.283,0.02
2458150.72093,11.598,0.02
2457765.71551,12.311,0.02
2458149.73559,11.606,0.02
2458111.82741,11.919,0.02
2458139.63239,11.974,0.02
2457651.8568,11.536,0.02
2458170.72658,12.458,0.02
2457741.84428,12.586,0.02
2458147.74533,12.292,0.02
2458092.76095,12.481,0.02
2458151.67593,11.849,0.02
2458145.57735,12.591,0.02
2458142.56714,12.306,0.02
2458376.87923,12.275,0.02
2457426.70531,12.026,0.02
2457763.5431,12.071,0.02
2457758.61436,12.172,0.02
2457447.74285,12.278,0.02
2458225.61669,12.574,0.02
2458224.61754,12.461,0.02
2458161.54901,12.306,0.02
2457663.82493,12.248,0.02
2457994.90507,12.336,0.02
2458055.75982,11.466,0.02
2457669.85002,12.119,0.02
2458358.90463,12.421,0.02
2457805.7612,12.255,0.02
2457448.73802,12.285,0.02
2457436.68849,11.487,0.02
2458162.59084,12.074,0.02
2458197.69443,12.492,0.02
2457778.64571,12.237,0.02
2457439.76522,12.003,0.02
2458199.68871,12.595,0.02
2458021.87325,12.349,0.02
2457802.77153,11.951,0.02
2458095.78559,11.693,0.02
2458174.61258,12.296,0.02
2458144.57006,12.578,0.02
2458117.72807,12.611,0.02
2457761.76535,11.892,0.02
2457882.53662,11.855,0.02
2458220.6249,12.007,0.02
2458134.61933,12.269,0.02
2458076.71912,12.492,0.02
2458052.76552,12.411,0.02
