2459636.59218 10.576 0.014 g
2458873.67739 10.612 0.013 g
2458908.58119 10.62 0.014 g
2458804.81427 10.626 0.005 g
2459532.88512 10.629 0.005 g
2458495.71706 10.63 0.006 g
2458894.59878 10.631 0.008 g
2459169.82973 10.631 0.005 g
2459633.61669 10.632 0.014 g
2458893.60322 10.637 0.006 g
2459169.79444 10.64 0.005 g
2458874.67378 10.644 0.005 g
2458804.81547 10.645 0.005 g
2459030.93658 10.645 0.006 g
2459843.9374 10.645 0.005 g
2458789.64566 10.647 0.005 g
2458874.67623 10.648 0.005 g
2459497.88293 10.648 0.006 g
2459169.59676 10.651 0.005 g
2459222.73466 10.651 0.005 g
2459030.93902 10.652 0.006 g
2459222.73712 10.652 0.005 g
2459498.84541 10.652 0.006 g
2459204.68523 10.653 0.005 g
2459532.88636 10.653 0.006 g
2458893.602 10.655 0.005 g
2459169.7074 10.656 0.005 g
2459878.76322 10.656 0.005 g
2459204.71887 10.657 0.005 g
2459223.72511 10.657 0.006 g
2459602.66847 10.657 0.006 g
2459533.57906 10.658 0.006 g
2458358.9455 10.659 0.006 g
2458789.64687 10.659 0.005 g
2459498.64408 10.659 0.006 g
2458512.67223 10.66 0.005 g
2458515.65856 10.66 0.005 g
2459533.67196 10.66 0.005 g
2458512.67102 10.661 0.005 g
2458805.80685 10.661 0.005 g
2459427.91588 10.661 0.006 g
2459530.87141 10.661 0.006 g
2458805.68211 10.662 0.005 g
2459204.66373 10.662 0.005 g
2459223.7139 10.662 0.005 g
2459498.72069 10.662 0.006 g
2458512.67345 10.663 0.005 g
2459169.86818 10.663 0.005 g
2459238.67625 10.663 0.005 g
2459895.66706 10.663 0.006 g
2458789.77841 10.664 0.005 g
2459204.60387 10.664 0.005 g
2459237.63691 10.664 0.005 g
2459497.88418 10.664 0.005 g
2459533.68591 10.664 0.006 g
2458477.77316 10.665 0.006 g
2459171.71641 10.665 0.005 g
2459169.83095 10.666 0.005 g
2459498.6594 10.666 0.005 g
2459498.77026 10.666 0.006 g
2459550.67319 10.666 0.005 g
2459065.81229 10.667 0.007 g
2458894.60001 10.668 0.008 g
2459169.73592 10.668 0.005 g
2459204.66129 10.668 0.005 g
2459218.71823 10.668 0.005 g
2459498.76778 10.668 0.005 g
2459513.70968 10.668 0.006 g
2459551.78752 10.668 0.006 g
2458358.9467 10.669 0.006 g
2459015.94039 10.669 0.007 g
2458704.89755 10.67 0.006 g
2459169.79323 10.67 0.005 g
2459238.6775 10.67 0.006 g
2459253.60282 10.67 0.006 g
2459547.59362 10.67 0.006 g
2459152.77451 10.671 0.005 g
2459204.68402 10.671 0.005 g
2459463.81888 10.671 0.005 g
2459583.72852 10.671 0.008 g
2459204.68646 10.672 0.005 g
2459498.65815 10.672 0.006 g
2459547.63526 10.672 0.006 g
2459637.58233 10.672 0.005 g
2458877.66759 10.673 0.005 g
2459065.80986 10.673 0.007 g
2459152.77694 10.673 0.006 g
2459169.95902 10.673 0.004 g
2459237.63814 10.673 0.005 g
2459497.82442 10.673 0.006 g
2459497.95312 10.673 0.006 g
2459513.70845 10.673 0.005 g
2459532.8876 10.673 0.005 g
2459533.67072 10.673 0.006 g
2459585.74108 10.673 0.009 g
2458858.73157 10.674 0.006 g
2459219.72333 10.674 0.006 g
2459377.0975 10.674 0.004 g
2459498.64158 10.674 0.006 g
2459499.03034 10.674 0.004 g
2458356.90457 10.675 0.006 g
2458805.80563 10.675 0.006 g
2459153.88476 10.675 0.006 g
2458304.92618 10.676 0.005 g
2458391.87151 10.676 0.006 g
2458805.68333 10.676 0.005 g
2459169.70863 10.676 0.005 g
2459204.60262 10.676 0.005 g
2459497.82566 10.676 0.006 g
2459550.67196 10.676 0.006 g
2458390.94552 10.677 0.006 g
2458809.64748 10.677 0.005 g
2458893.60078 10.677 0.005 g
2459014.08595 10.677 0.005 g
2459169.83216 10.677 0.005 g
2459204.71764 10.677 0.005 g
2459238.675 10.677 0.005 g
2459427.91712 10.677 0.005 g
2459620.65306 10.677 0.006 g
2458789.77963 10.678 0.005 g
2459014.08726 10.678 0.005 g
2459049.01395 10.678 0.004 g
2459169.88178 10.678 0.004 g
2459204.72012 10.678 0.005 g
2459498.64283 10.678 0.006 g
2459498.71944 10.678 0.006 g
2459530.90563 10.678 0.007 g
2458495.71464 10.679 0.006 g
2458771.92533 10.679 0.005 g
2459221.76529 10.679 0.004 g
2459586.74355 10.679 0.008 g
2458755.86939 10.68 0.004 g
2458808.77888 10.68 0.005 g
2459117.91823 10.68 0.004 g
2459135.94398 10.68 0.005 g
2459169.84142 10.68 0.004 g
2459463.70804 10.68 0.006 g
2459498.91462 10.68 0.004 g
2459512.71894 10.68 0.005 g
2459843.08942 10.68 0.004 g
2458373.95374 10.681 0.005 g
2458790.76682 10.681 0.004 g
2459171.71762 10.681 0.005 g
2459498.8429 10.681 0.005 g
2459530.90438 10.681 0.006 g
2459874.88682 10.681 0.005 g
2458356.90579 10.682 0.006 g
2458495.71586 10.682 0.006 g
2458704.89633 10.682 0.006 g
2458789.78085 10.682 0.005 g
2458805.68089 10.682 0.005 g
2459117.92072 10.682 0.004 g
2459187.88757 10.682 0.004 g
2459463.72436 10.682 0.006 g
2459498.71817 10.682 0.006 g
2459585.73985 10.682 0.008 g
2458701.81753 10.683 0.006 g
2458838.72887 10.683 0.006 g
2459137.6724 10.683 0.005 g
2459169.86696 10.683 0.005 g
2459169.88053 10.683 0.004 g
2459257.63759 10.683 0.005 g
2459499.05349 10.683 0.004 g
2459878.76198 10.683 0.006 g
2458873.67863 10.684 0.009 g
2459169.76934 10.684 0.004 g
2459169.96026 10.684 0.004 g
2459257.63515 10.684 0.005 g
2459463.8141 10.684 0.005 g
2459843.08817 10.684 0.004 g
2458475.77908 10.685 0.005 g
2458477.77071 10.685 0.005 g
2458701.81875 10.685 0.006 g
2458701.81997 10.685 0.006 g
2458753.88573 10.685 0.005 g
2458790.76811 10.685 0.004 g
2459135.9415 10.685 0.005 g
2459169.87928 10.685 0.004 g
2459255.59248 10.685 0.005 g
2459411.99758 10.685 0.005 g
2459499.02779 10.685 0.004 g
2459860.93221 10.685 0.004 g
2459860.93349 10.685 0.005 g
2458755.87197 10.686 0.004 g
2458771.92405 10.686 0.005 g
2458808.7801 10.686 0.005 g
2458874.675 10.686 0.005 g
2459601.73499 10.686 0.005 g
2459633.61545 10.686 0.008 g
2459739.93628 10.686 0.006 g
2458358.94428 10.687 0.006 g
2458390.94431 10.687 0.005 g
2458391.87394 10.687 0.005 g
2458824.82764 10.687 0.004 g
2459117.91948 10.687 0.004 g
2459219.69204 10.687 0.005 g
2459219.72212 10.687 0.005 g
2459512.76179 10.687 0.005 g
2459618.71484 10.687 0.004 g
2459860.77772 10.687 0.006 g
2459860.77898 10.687 0.006 g
2458873.67985 10.688 0.007 g
2459050.00648 10.688 0.004 g
2459412.01037 10.688 0.005 g
2459428.0001 10.688 0.004 g
2459497.88169 10.688 0.006 g
2459585.73862 10.688 0.009 g
2459824.85961 10.688 0.005 g
2459843.0869 10.688 0.005 g
2459878.76446 10.688 0.005 g
2458669.03932 10.689 0.005 g
2458753.88443 10.689 0.005 g
2458772.9481 10.689 0.005 g
2459083.90217 10.689 0.005 g
2459169.80956 10.689 0.004 g
2459190.73617 10.689 0.005 g
2459219.69327 10.689 0.005 g
2459411.99628 10.689 0.005 g
2459412.0129 10.689 0.005 g
2459480.87206 10.689 0.005 g
2459498.80312 10.689 0.004 g
2459514.89566 10.689 0.004 g
2459791.05676 10.689 0.004 g
2459824.86088 10.689 0.005 g
2458772.94938 10.69 0.005 g
